 xx就要多读书-,还掉色  我的滤镜撑不下去了  不！搞！丑！的！//@开光佛珠_ :成功教育大家一胖毁所有
普通退役熬夜员楽光,不就是65没有高资和资深那，我也可以撑下去//@五月青枫 :93级！不就是62级没有高资吗 我还能撑下去
七七吃饱才是真的快乐,今天也是撑不下去的一天 ?
七七吃饱才是真的快乐,今天也是撑不下去的一天 ?
七月的米巫婆,今日监考，同事向我哭穷，说去年买了一套一百八十平的房子后没钱了。转瞬就说实在撑不下去就让老爹老妈把老家的五套房卖一套好了。我。。。 ???
七月的米巫婆,今日监考，同事向我哭穷，说去年买了一套一百八十平的房子后没钱了。转瞬就说实在撑不下去就让老爹老妈把老家的五套房卖一套好了。我。。。 ???
其实我超A的,半夜醒来突然想到今天是yoga生日。真的说不出什么特别的祝福话语来。这样一个每一天都能为自己和家人努力生活的人，这样能给大家带来勇气的家鸽一定是一个不缺祝福的人，于是我还能说什么呢——谢谢真的谢谢你，希望你一直快乐健康，希望你成为自己生活里的idol
奇思妙想呆毛,“家是心灵的港湾”这句话应该从字面意思理解吧。一个人的原生家庭跟这个有独立欲望，且日后一定会独立出去的孩子之间，最融洽的相处关系就是不涉及利益的，孩子在外打拼，再苦再累也绝不依靠父母的积蓄度日，实在撑不下去了回家看看家人想想自己向往的生活就可以hp满格振作精神，父母为孩子操心却给 ?  展开全文c
奇思妙想呆毛,“家是心灵的港湾”这句话应该从字面意思理解吧。一个人的原生家庭跟这个有独立欲望，且日后一定会独立出去的孩子之间，最融洽的相处关系就是不涉及利益的，孩子在外打拼，再苦再累也绝不依靠父母的积蓄度日，实在撑不下去了回家看看家人想想自己向往的生活就可以hp满格振作精神，父母为孩子操心却给 ?  展开全文c
琪敏周敏琪,好累好累 精疲力尽到觉得快要撑不下去了转念一想，不如对自己说声加油吧！希望在明天嘛！ ?
琪敏周敏琪,好累好累 精疲力尽到觉得快要撑不下去了转念一想，不如对自己说声加油吧！希望在明天嘛！ ?
谦楠友,@林宥嘉YogaLin yoga 生日快乐！爱你！！ ?
谦虚的小孩儿17,千万不要辜负天蝎女孩儿，她们用情至深，真的会抑郁！快乐的背后隐藏着巨大的悲伤，祝你早日走出来…… L谦虚的小孩儿17的秒拍视频 ?
钱叨叨-,7月1号 这个7月是毕业后真的离开学校的第一个月 7月头一天 就很忙的一天 今天真是铁人钱不吃也不喝 调整好自己的心态真的会很不同 感觉要坚持不下去的时候心里念叨再撑一下就真的会撑下去 喜欢我身边的朋友们 爱你们 ?
黔驴c,最后看了眼微博那几个博主的激情发言，我可以开心睡觉了? (现在刷skk微博带来的快乐甚至超过了lof?  ?
枪都给你别打我,连续两周三点半前没睡过觉 还有五点多睡八点起  传媒不需要睡眠？？昨晚直接一分钟无觉终于告一段落了 再下去再年轻力壮也撑不住.. ?
强省slave舜儿,继续//@辣条娘:不要怕 勇敢一点对自己好一点//@M大王叫我来巡山:想要的都拥有，得不到的都释怀//@苍南派:快乐工作快乐生活//@雨玲玲zjl:愿自己的努力不负自己的期望//@ali_thin:求你减肥//@Tiger公子:别再生病了
悄悄地跟你说天慢慢亮了,我快崩溃了，真的撑不下去了 ?
悄悄地跟你说天慢慢亮了,我快崩溃了，真的撑不下去了 ?
乔啊家啊乐啊,zinco泥鳅祝渣男朱建党生日快乐感动中国? @泥鳅zinco ?
荞麦面和榴莲更配哦,生日快乐//@异次元摆阵主页:#摆阵# 心操人使 ? 生日快乐?
桥头种绿萝,今天是快乐加班的本地人喵喵机到了开心孩子考完试来找我串门被我按那学上了必修一俺是魔鬼，俺超快乐 ?
青春冰丝倩儿,凡凡 一直这样快乐下去 ?
青春有张不老的脸01,真吃不下去了  这肚子给我撑得 ?
青春有张不老的脸01,真吃不下去了  这肚子给我撑得 ?
青二才小十,#推文# 你养你的猪，我做我的鸭by萧九凉林向黎因为家庭原因大学退学回家乡在舅舅的安排下当了一名代课老师，又因母亲的病在表弟的唆使下去当鸭，然后就遇到了去买鸭的简?博士?养猪?老板。然后开始了一段【他努力扮好被包养的角色喜欢上了也不敢奢求】【他一直爱他却被误会只想包养默默撑起一片天】 ?  展开全文c
轻眸随叶,//@啵丝啵啵啵://@我可以睡您吗:那个消防员撕心裂肺的哭声我也还记得。//@努力成为有猫阶级:我一直记得这个女孩，跳楼前对消防员说谢谢，可是她真的是撑不下去了，在她苦苦挣扎的那段黑暗时光里，根本等不到一句“抓了”……
轻眸随叶,//@啵丝啵啵啵://@我可以睡您吗:那个消防员撕心裂肺的哭声我也还记得。//@努力成为有猫阶级:我一直记得这个女孩，跳楼前对消防员说谢谢，可是她真的是撑不下去了，在她苦苦挣扎的那段黑暗时光里，根本等不到一句“抓了”……
清醒0v0,本颜狗又要撑不下去了? 在跑路边缘徘徊定妆照给我打击太大了 ?
輕嚐一口雪,7月了第一天是跟自己說聲加油再跟同路人說聲加油我們會成功的然後是我兩個小孩的生日月 要快樂喔去不了慶祝就在心裡了(在寒國這個美好的地方畢竟我們還有很多生日可以一起過7月要過得比6月好這幾星期 哭的次數都比這幾年來的多明天開始 不哭 撐下去 ?
情定互联网,祝我们绒绒生日快乐
情感大视野,【学会做一个聪明的金牛座】1、学会冷血，只对对我好的人好 2、学会绝情，该滚的就滚，该留的就留 3、学会残忍，该放手就放手 4、学会比以前快乐，要微笑着面对痛苦 5、学会孤独，没有谁会把你当宝护着，世界总是孤单的 6、学会视而不见，恶心的东西选择忽视，厌恶的东西选择屏蔽。 ?
情話心說,#zxc668# 男人唯唯喏喏的不吭声了，妇人叹了口气，又道：“你放心吧，一日夫妻百日恩，不管你是瘫了还是瘸了，我都不会抛下你不管的，可是靠我一个妇人，这家撑不下去呀……”女人说着说着呜呜地哭泣起来，那男人长长地叹息一声道：“小东啊，别哭了，是我对不起你。唉，那心……把他留下吧，啊？” ?
情話心說,#zxc668# 男人唯唯喏喏的不吭声了，妇人叹了口气，又道：“你放心吧，一日夫妻百日恩，不管你是瘫了还是瘸了，我都不会抛下你不管的，可是靠我一个妇人，这家撑不下去呀……”女人说着说着呜呜地哭泣起来，那男人长长地叹息一声道：“小东啊，别哭了，是我对不起你。唉，那心……把他留下吧，啊？” ?
晴雨剑,压力在无形中越来越紧，本来以为自己能撑住，还是因为一件小事爆发了！心情不爽到极点！可就在刚刚，我居然在宿舍设备极度匮乏的情况下把马桶给整通了。好像所有事都豁然开朗了！那些我以为难受的，过不去的坎其实是马上就要成功前的最后障碍。不论我所期待的任何事，努力下去。肯定会有好的结果！我有 ?  展开全文c
晴雨剑,压力在无形中越来越紧，本来以为自己能撑住，还是因为一件小事爆发了！心情不爽到极点！可就在刚刚，我居然在宿舍设备极度匮乏的情况下把马桶给整通了。好像所有事都豁然开朗了！那些我以为难受的，过不去的坎其实是马上就要成功前的最后障碍。不论我所期待的任何事，努力下去。肯定会有好的结果！我有 ?  展开全文c
茕兔HELL_AKANE,#春川宙0701生日快乐##春川宙#春川宙#偶像梦幻祭#偶像梦幻祭宙くんと同じ誕生日ですね(*?ワ｀*)幸運だねぇーお誕生日おめでとうございます?同一天生日真的太好了 ?
秋名山车神刚就易阵风,我做完英语就窝桌上快要撑不下去了//@圆圆没有圆肚肚:我下课了//@添福宝伪阿姨助攻组:【500】早上好，你困吗
秋名山车神刚就易阵风,我做完英语就窝桌上快要撑不下去了//@圆圆没有圆肚肚:我下课了//@添福宝伪阿姨助攻组:【500】早上好，你困吗
球球球rach,? ??? 快乐！love is love ?
瞿崇印994-0_722,#宣酒6上市热销一周年# 一周年快乐！越来越红火！@行星爱@丫甄甄@爱刘心的孩纸
圈梨梨,右边//@棒仔的小世界:早睡早起 开开心心 重联旧友?  //@夏目家的小诗哥:家人健康平安 自己顺顺利利//@苍南派:快乐工作快乐生活//@雨玲玲zjl:愿自己的努力不负自己的期望//@ali_thin:求你减肥//@Tiger公子:别再生病了
全世界最棒的欧阳,像我这种吃个维生素都咽不下去的女孩子不配生病? 好不容易咽下去了 又感觉像吃饭吃撑了一样难受 ?
全息隕星,#李泰容0701生日快乐# 辛苦你啦
泉州师范学院表白君,“  君。想知道如果一个人已经卑微到尘埃里了，却还是无法挽回对方，是不是应该放手了？有点撑不下去了。求解   ” ?
犬草田LMNOPQ,我需要好消息觉得自己快撑不下去了 ?
犬草田LMNOPQ,我需要好消息觉得自己快撑不下去了 ?
饶炜艺呀,“我们都没错 只是不适合，我要的 我现在才懂得，快乐是我的 不是你给的，寂寞要自己负责”大半夜搜罗到一首好听的歌 2南昌 ?
人间小萝贝,不想再失眠了！从这一刻开始！！！//@小羊爱吃酱肘子:想要我爱的朋友们都好好的！//@回忆专用小马甲:想要快乐? ? //@花泽美美:好好赚钱！别想有的没的? //@M大王叫我来巡山:想要的都拥有，得不到的都释怀//@苍南派:快乐工作快乐生活//@ali_thin:求你减肥//@Tiger公子:别再生病了
揉脸脸,我的ACE生日快乐，永远爱你?
肉包里没肉,别生病 别生病 别生病 //@回忆专用小马甲:想要快乐? ? //@花泽美美:好好赚钱！别想有的没的? //@M大王叫我来巡山:想要的都拥有，得不到的都释怀//@苍南派:快乐工作快乐生活//@雨玲玲zjl:愿自己的努力不负自己的期望//@ali_thin:求你减肥//@Tiger公子:别再生病了
如果有理由,七一建党节快乐? ?  ?
阮兔兔也要冲鸭,开开心心//@辣条娘:不要怕 勇敢一点对自己好一点//@M大王叫我来巡山:想要的都拥有，得不到的都释怀//@苍南派:快乐工作快乐生活//@雨玲玲zjl:愿自己的努力不负自己的期望//@ali_thin:求你减肥//@Tiger公子:别再生病了
软软小懒,粉上你们已经过去半年多了呢，也是经历了很多，心累的时候会想着，要不就到这里吧，我感觉我撑不下去了，但是，依旧真的还是放不下你们，喜欢着你们，依旧想继续看着你们，依旧舍不得。所以，我想我还是会继续静静的等待着，默默的在背后为你们做些力所能及的事情。时光不语，静待花开? ?
软软小懒,粉上你们已经过去半年多了呢，也是经历了很多，心累的时候会想着，要不就到这里吧，我感觉我撑不下去了，但是，依旧真的还是放不下你们，喜欢着你们，依旧想继续看着你们，依旧舍不得。所以，我想我还是会继续静静的等待着，默默的在背后为你们做些力所能及的事情。时光不语，静待花开? ?
三两合欢,高中的时候用过一个软件叫湖畔。模式很舒服，后来那个app说下架就下架了。只有零星导出来的数据。忘了何时开始用米田了，觉得真的是换手机必备app，甚至为了这个app一直坚持用苹果手机。定期上线刷更新，看遍开发人员介绍。那时候担心这种运行会不会将来撑不下去，还发过信息感谢他们的辛苦。加油等你
三两合欢,高中的时候用过一个软件叫湖畔。模式很舒服，后来那个app说下架就下架了。只有零星导出来的数据。忘了何时开始用米田了，觉得真的是换手机必备app，甚至为了这个app一直坚持用苹果手机。定期上线刷更新，看遍开发人员介绍。那时候担心这种运行会不会将来撑不下去，还发过信息感谢他们的辛苦。加油等你
三叔炒股娶老婆,想下下不去，利好撑着了，想上上不去，解套跑路也很多，也许到了选择方向的时候，明天部分会突破，部分要下去，就看哪个方向更强了，原以为谈判会让全场利好了，现在看来并没有那么大力度。 ?
三叔炒股娶老婆,想下下不去，利好撑着了，想上上不去，解套跑路也很多，也许到了选择方向的时候，明天部分会突破，部分要下去，就看哪个方向更强了，原以为谈判会让全场利好了，现在看来并没有那么大力度。 ?
叁贰芯,中午吃小面的时候味觉各种不对劲，想想觉得应该吃擀面皮，然后就着对擀面皮的念想吞下去半碗面。一转头看到人家吃韭菜鸡蛋馅儿的饺子，嚯，嚯嚯，饺子才是今天的真爱啊！可是已然来不及，胃被小面和擀面皮撑满了 ?
